Sitename,SPECIES,COMMONNAME,LAT,LONG
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37079625,-6.38735717
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37205848,-6.385215806
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37335367,-6.390739028
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37321588,-6.390723188
"Burnell Park Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.37155252,-6.384926033
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37205767,-6.385155734
"Burnell Park Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.3715181,-6.385404389
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37387489,-6.390288568
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37205706,-6.385110681
"Warren Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.3735323,-6.390251907
"Warren Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.37329408,-6.390238356
"Burnell Park Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.37096815,-6.386173602
"Warren Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.3732221,-6.390198398
"Burnell Park Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.3707132,-6.386066049
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37388391,-6.390750734
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37385411,-6.391413309
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37378473,-6.392012613
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3704537,-6.385336635
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37369022,-6.392594228
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37361635,-6.393267625
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37330176,-6.393007802
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37296177,-6.392817157
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37016305,-6.386681991
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37190569,-6.384257704
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37051138,-6.387442609
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37051138,-6.387442609
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37548631,-6.390180135
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37548611,-6.390165116
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37547861,-6.389609409
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37304685,-6.392356115
"Ashleigh Grove, Castleknock",Tilia cordata,Small-Leafed Lime,53.38123336,-6.36710536
"Ashleigh Grove, Castleknock",Tilia cordata,Small-Leafed Lime,53.38127913,-6.36721918
"Ashleigh Grove, Castleknock",Tilia cordata,Small-Leafed Lime,53.38132733,-6.367314271
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37190569,-6.384257704
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37168919,-6.384295352
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3715284,-6.384325931
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37144387,-6.384368347
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37082882,-6.384636694
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37048614,-6.385217611
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37048614,-6.385217611
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37052374,-6.386814848
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3704926,-6.38701706
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37028146,-6.385989223
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37049423,-6.387363474
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37051138,-6.387442609
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37051138,-6.387442609
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37051138,-6.387442609
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37079184,-6.387143679
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3701254,-6.387492954
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37121598,-6.387097446
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37121598,-6.387097446
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37121598,-6.387097446
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37153878,-6.387478308
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37190569,-6.384257704
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3718355,-6.384270128
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3718355,-6.384270128
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37174441,-6.384258852
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37168919,-6.384295352
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37160436,-6.38430833
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3715284,-6.384325931
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37144387,-6.384368347
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.370362,-6.38563264
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37032898,-6.385755892
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37029435,-6.38584645
"Burnell Park Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.37153866,-6.385163657
"Burnell Park Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.37146949,-6.385643479
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37221816,-6.385839936
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37205909,-6.385260859
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.3720593,-6.385275877
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37205889,-6.385245841
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37205828,-6.385200788
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37205808,-6.38518577
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37205787,-6.385170752
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37205747,-6.385140716
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37205726,-6.385125699
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37205686,-6.385095663
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37387541,-6.390060601
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37387541,-6.390060601
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37386482,-6.390154914
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37387925,-6.390605156
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37388954,-6.391015132
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37386254,-6.391218703
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37336749,-6.392344034
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3733359,-6.392460772
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3733224,-6.392692532
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3737931,-6.391813351
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37330176,-6.393007802
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37330176,-6.393007802
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37330176,-6.393007802
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37306992,-6.392840881
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37373205,-6.392204227
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37288701,-6.392810807
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.373707,-6.392399309
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3727623,-6.392792365
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37366241,-6.392784905
"Warren Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37364021,-6.392984687
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37335367,-6.390739028
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37335367,-6.390739028
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37335367,-6.390739028
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37330308,-6.391338669
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37330308,-6.391338669
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37330308,-6.391338669
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37330308,-6.391338669
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37330308,-6.391338669
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37329855,-6.39074306
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37317479,-6.391321116
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37308982,-6.39065732
"Warren Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37303262,-6.391306794
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37323562,-6.391793943
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37323562,-6.391793943
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37323562,-6.391793943
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37317143,-6.392365245
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37317143,-6.392365245
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37317143,-6.392365245
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37317143,-6.392365245
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37304714,-6.391764084
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37293041,-6.392337361
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37268939,-6.39230948
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.3725159,-6.391751802
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37236255,-6.39206741
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37232387,-6.392485077
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37236255,-6.39206741
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37233985,-6.392230091
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37233029,-6.392341492
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37232387,-6.392485077
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37231679,-6.392573244
"Warren Crescent, Castleknock",Tilia cordata,Small-Leafed Lime,53.37228952,-6.392810173
"Warren Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.37339855,-6.39024899
"Warren Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.37319516,-6.390199414
"Warren Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.37316821,-6.390200431
"Castleknock Grange, Castleknock",Tilia cordata,Small-Leafed Lime,53.37879842,-6.376548354
"Castleknock Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.37347062,-6.353080342
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37548794,-6.390300288
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37548652,-6.390195154
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.3754853,-6.39010504
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37547902,-6.389639447
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37547192,-6.389113779
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37547172,-6.38909876
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37547152,-6.389083742
"Phoenix Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37744451,-6.354214038
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3718355,-6.384270128
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37549077,-6.390510555
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37548713,-6.390240211
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37548672,-6.390210174
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37547882,-6.389624428
"Castleknock Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.3810643,-6.371469268
"Castleknock Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.3809302,-6.371519474
"Castleknock Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.38092999,-6.371504453
"Phoenix Place, Castleknock",Tilia cordata,Small-Leafed Lime,53.37760819,-6.354725422
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577554,-6.359950181
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37032898,-6.385755892
"Bramley Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37466754,-6.387805745
"Bramley Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37466754,-6.387805745
"Burnell Park Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37128817,-6.387485375
"Burnell Park Green, Castleknock",Tilia cordata,Small-Leafed Lime,53.37081388,-6.38612204
"Carpenterstown Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.37215835,-6.383777985
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585668,-6.35931593
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3758542,-6.359135701
"Castleknock Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.38093204,-6.371654662
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577574,-6.359965198
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3758544,-6.35915072
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37586143,-6.359661366
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37586081,-6.35961631
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37586039,-6.359586271
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585771,-6.359391024
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585378,-6.359105664
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585131,-6.358925435
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37584945,-6.358790265
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577595,-6.359980217
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577533,-6.359935161
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577471,-6.359890104
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577347,-6.35979999
"Castleknock Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37696067,-6.376526623
"Castleknock Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.3811576,-6.371721195
"Deerpark Close, Castleknock",Tilia cordata,Small-Leafed Lime,53.37252351,-6.350381906
"Castleknock Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.38093245,-6.371684703
"Castleknock Lodge, Castleknock",Tilia cordata,Small-Leafed Lime,53.37179654,-6.361820987
"Castleknock Lodge, Castleknock",Tilia cordata,Small-Leafed Lime,53.37179654,-6.361820987
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585213,-6.358985512
"Deerpark Drive, Castleknock",Tilia cordata,Small-Leafed Lime,53.37371625,-6.349272687
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577079,-6.359604744
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37586163,-6.359676385
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585193,-6.358970493
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585151,-6.358940454
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37576955,-6.35951463
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3757681,-6.359409498
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585688,-6.359330948
"Castleknock Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.38093225,-6.371669683
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577698,-6.360055313
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3757745,-6.359875085
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585275,-6.359030568
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577306,-6.359769952
"Phoenix Place, Castleknock",Tilia cordata,Small-Leafed Lime,53.37726393,-6.355259852
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3758606,-6.35960129
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577182,-6.359679838
"Castleknock Lodge, Castleknock",Tilia cordata,Small-Leafed Lime,53.37010603,-6.362006237
"Castleknock Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.38097654,-6.371622906
"Georgian Village, Castleknock",Tilia cordata,Small-Leafed Lime,53.36892095,-6.357711449
"Georgian Village, Castleknock",Tilia cordata,Small-Leafed Lime,53.36892024,-6.357920769
"Castleknock Rise, Castleknock",Tilia cordata,Small-Leafed Lime,53.37990539,-6.378054443
"Castleknock Vale, Castleknock",Tilia cordata,Small-Leafed Lime,53.37786962,-6.376217779
"Castleknock Vale, Castleknock",Tilia cordata,Small-Leafed Lime,53.37801684,-6.376543084
"Castleknock Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.38115616,-6.371616049
"Laurel Lodge Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.3754701,-6.388978609
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37586184,-6.359691404
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37586122,-6.359646347
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37586101,-6.359631329
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585812,-6.359421063
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585296,-6.359045587
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37585048,-6.35886536
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577739,-6.36008535
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577677,-6.360040294
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577657,-6.360025275
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3757743,-6.359860066
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577409,-6.359845048
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577388,-6.359830029
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577368,-6.359815009
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577285,-6.359754933
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577265,-6.359739915
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577244,-6.359724896
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577223,-6.359709877
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577203,-6.359694857
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577141,-6.3596498
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3757712,-6.359634782
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37577099,-6.359619763
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37576996,-6.359544667
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37576975,-6.359529649
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37576934,-6.359499611
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37576913,-6.359484592
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37576872,-6.359454554
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37576852,-6.359439534
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.3757679,-6.359394478
"Auburn Avenue, Castleknock",Tilia cordata,Small-Leafed Lime,53.37576769,-6.359379459
"Auburn Drive, Castleknock",Tilia cordata,Small-Leafed Lime,53.37831307,-6.357753391
"Castleknock Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.38106492,-6.371514331
"Castleknock Road, Castleknock",Tilia cordata,Small-Leafed Lime,53.3810641,-6.371454247
"Castleknock Vale, Castleknock",Tilia cordata,Small-Leafed Lime,53.37795346,-6.376415356
"Deerpark Drive, Castleknock",Tilia cordata,Small-Leafed Lime,53.37356628,-6.350377802
"Deerpark Drive, Castleknock",Tilia cordata,Small-Leafed Lime,53.3724582,-6.348551289
"Deerpark Drive, Castleknock",Tilia cordata,Small-Leafed Lime,53.37217586,-6.348726897
"Deerpark Drive, Castleknock",Tilia cordata,Small-Leafed Lime,53.37217586,-6.348726897
"Oakview Way, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.39286843,-6.41402369
"Mulhuddart Wood, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.40440537,-6.40171901
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37440985,-6.389352077
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37441364,-6.3894463
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37439552,-6.388995892
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37266421,-6.386350166
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37258353,-6.385666841
"Bramley Grove, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37457516,-6.388943129
"Bramley Park, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37350896,-6.385750833
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.3744261,-6.387693756
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37442769,-6.387791968
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37469445,-6.389392724
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37477758,-6.38938042
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.3750423,-6.38933316
"Bramley Way, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37302072,-6.385396513
"Bramley Way, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37329602,-6.385427868
"Bramley Way, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37343177,-6.385431747
"Bramley Way, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37353009,-6.385439896
"Bramley Park, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37350896,-6.385750833
"Bramley Park, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37336624,-6.387211201
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37257377,-6.385735879
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37272422,-6.384981001
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37264909,-6.385365799
"Bramley Grove, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37457516,-6.388943129
"Bramley Grove, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37488622,-6.388887505
"Bramley Park, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37332378,-6.387433838
"Bramley Park, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37350896,-6.385750833
"Edgewood Lawns, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.3945156,-6.380346463
"Springlawn Drive, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.38834069,-6.384201137
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37270429,-6.3850952
"Bramley Park, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37347298,-6.386346174
"Bramley Grove, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37462583,-6.388350226
"Bramley Grove, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.3747452,-6.38831972
"Bramley Grove, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37479398,-6.388305407
"Bramley Grove, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37500344,-6.38827871
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37441364,-6.3894463
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37442973,-6.387923071
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37443122,-6.388019484
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37277977,-6.386450375
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37443678,-6.388378104
"Bramley Walk, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37443826,-6.388474667
"Inglewood Drive, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.38973622,-6.411321743
"Rockfield Park, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.38160669,-6.394157995
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.3728553,-6.385835667
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37296839,-6.38587902
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37283945,-6.386510775
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37268756,-6.385173366
"Bramley Crescent, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.37266579,-6.38528463
